"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"5001600US0402","Congressional District 2 (116th Congress), Arizona","309633","5090","6.8","0.9","4.2","0.6","9.6","0.9","10.5","0.9","15.4","1.2","16.7","1.0","12.0","0.9","13.9","1.0","5.6","0.7","5.5","0.6","54835","2025","78700","2592","31.3","(X)","(X)","(X)","(X)","(X)","177801","5620","4.1","0.9","1.8","0.5","5.7","1.1","8.5","1.1","13.2","1.5","17.4","1.2","14.4","1.2","19.2","1.5","8.0","1.1","7.6","1.0","73644","2703","98074","3930","(X)","(X)","32.2","(X)","(X)","(X)","134113","5449","1.6","0.5","1.1","0.4","3.6","0.9","6.8","1.0","10.2","1.4","17.5","1.4","16.7","1.5","23.2","1.8","9.5","1.4","9.7","1.3","87502","3699","113236","5114","(X)","(X)","(X)","(X)","(X)","(X)","131832","5364","11.2","1.8","7.7","1.2","14.7","1.7","13.6","1.9","18.7","1.9","15.0","1.6","8.3","1.4","6.1","1.0","2.4","0.7","2.4","0.7","36831","1595","50983","2501","(X)","(X)","(X)","(X)","29.5","(X)"
"5001600US0403","Congressional District 3 (116th Congress), Arizona","248829","5548","8.0","1.1","4.6","0.6","8.9","0.9","9.8","0.9","14.2","1.4","19.9","1.4","15.4","1.4","12.3","1.3","4.0","0.7","2.9","0.6","54583","1795","66621","1592","45.4","(X)","(X)","(X)","(X)","(X)","179885","5669","6.0","1.1","3.2","0.8","7.2","1.1","9.5","1.0","14.9","1.8","20.2","1.6","17.0","1.8","14.1","1.7","4.9","0.9","3.1","0.7","60538","2418","71911","2119","(X)","(X)","48.0","(X)","(X)","(X)","115805","5940","2.1","1.0","1.8","0.7","4.2","0.9","7.1","1.3","14.1","2.1","21.3","2.3","20.5","2.4","18.0","2.3","6.4","1.3","4.6","1.1","74165","3525","85253","3020","(X)","(X)","(X)","(X)","(X)","(X)","68944","3778","16.4","2.6","8.8","1.9","16.3","2.3","11.3","2.1","13.2","1.9","17.1","2.6","7.9","1.9","5.8","1.4","1.7","0.9","1.6","0.7","31938","2059","45794","2811","(X)","(X)","(X)","(X)","33.2","(X)"
"5001600US0404","Congressional District 4 (116th Congress), Arizona","329367","6791","4.9","0.6","4.0","0.6","10.3","1.0","10.3","1.1","15.4","1.3","21.0","1.3","13.4","1.2","12.7","1.1","4.3","0.6","3.7","0.6","55040","1984","71309","2270","36.2","(X)","(X)","(X)","(X)","(X)","220609","7506","3.3","0.7","1.8","0.5","6.6","1.0","9.3","1.2","15.2","1.4","22.2","1.6","15.9","1.6","15.6","1.4","5.7","0.8","4.4","0.8","64627","2435","80857","2685","(X)","(X)","36.5","(X)","(X)","(X)","174997","6589","2.4","0.6","1.3","0.5","5.0","1.1","7.4","1.2","13.7","1.6","23.1","1.8","17.1","1.8","18.0","1.8","6.8","1.0","5.2","0.9","71364","2523","88309","3004","(X)","(X)","(X)","(X)","(X)","(X)","108758","6406","9.4","1.5","8.7","1.5","18.9","2.6","14.7","2.1","15.3","2.3","17.6","2.2","6.8","1.3","6.0","1.4","1.0","0.4","1.7","0.8","32636","3161","47714","3630","(X)","(X)","(X)","(X)","33.7","(X)"
"5001600US0405","Congressional District 5 (116th Congress), Arizona","300867","5578","3.1","0.5","2.2","0.4","4.8","0.7","6.4","0.8","10.1","0.8","18.2","1.0","14.0","0.8","21.1","1.1","9.7","0.7","10.4","0.7","82540","3286","106183","2816","33.2","(X)","(X)","(X)","(X)","(X)","212551","4515","1.8","0.5","1.2","0.4","2.8","0.6","3.6","0.6","8.3","0.9","17.7","1.3","15.1","1.0","24.3","1.3","12.0","1.0","13.3","0.9","98951","3423","121969","3831","(X)","(X)","32.6","(X)","(X)","(X)","171551","4861","1.1","0.4","0.7","0.3","1.9","0.5","3.2","0.5","7.3","0.9","14.8","1.3","15.0","1.1","26.4","1.4","14.1","1.1","15.6","1.1","110293","2902","131693","3411","(X)","(X)","(X)","(X)","(X)","(X)","88316","4396","6.5","1.4","5.4","1.2","10.7","1.8","13.1","1.7","14.7","1.7","20.6","2.3","11.1","1.6","12.0","1.9","3.1","0.9","2.7","0.7","49541","2729","63496","2884","(X)","(X)","(X)","(X)","33.0","(X)"
"5001600US0406","Congressional District 6 (116th Congress), Arizona","333370","6274","4.1","0.7","2.3","0.5","7.1","0.9","6.3","0.7","12.4","0.9","16.4","1.0","12.6","1.0","17.1","1.1","8.3","0.8","13.3","0.7","76615","1931","114024","3506","36.2","(X)","(X)","(X)","(X)","(X)","207752","6203","2.7","0.7","1.1","0.4","3.5","0.7","4.0","0.9","10.4","1.2","15.5","1.5","13.8","1.1","20.6","1.5","10.5","1.2","17.9","1.3","97984","3571","138268","5216","(X)","(X)","38.0","(X)","(X)","(X)","161299","5764","1.4","0.6","0.7","0.3","2.4","0.8","2.5","0.7","7.9","1.3","13.2","1.7","14.1","1.3","23.5","1.7","12.2","1.6","22.0","1.6","113169","4826","158374","6934","(X)","(X)","(X)","(X)","(X)","(X)","125618","5694","7.1","1.3","4.8","1.3","13.1","1.8","10.5","1.3","16.9","1.9","17.9","1.8","10.2","1.7","10.3","1.6","3.9","0.8","5.3","1.0","47286","2672","69855","3436","(X)","(X)","(X)","(X)","31.8","(X)"
"5001600US0407","Congressional District 7 (116th Congress), Arizona","258353","6635","7.5","1.1","4.7","0.7","11.2","1.3","11.2","1.3","16.3","1.6","21.0","1.4","11.7","1.2","10.1","0.9","3.5","0.7","2.8","0.6","49066","1799","62036","1835","46.4","(X)","(X)","(X)","(X)","(X)","174161","5823","6.5","1.3","3.1","0.7","9.8","1.5","11.8","1.7","17.4","2.0","22.1","1.7","11.6","1.5","10.2","1.0","4.3","0.9","3.2","0.9","50984","1471","65463","2420","(X)","(X)","49.7","(X)","(X)","(X)","96972","4838","2.0","0.7","2.1","0.8","7.2","1.7","9.5","2.0","14.9","2.3","23.1","2.1","15.1","2.0","14.6","1.6","6.5","1.5","5.0","1.4","64219","3842","79922","4079","(X)","(X)","(X)","(X)","(X)","(X)","84192","4954","13.2","2.0","7.7","1.6","16.2","2.5","12.7","2.2","14.2","2.3","17.3","2.2","9.4","1.6","6.2","1.4","1.5","0.8","1.5","0.6","35110","3115","46841","2464","(X)","(X)","(X)","(X)","35.1","(X)"
"5001600US0408","Congressional District 8 (116th Congress), Arizona","293215","5651","5.5","0.8","2.2","0.5","6.5","0.8","6.5","0.7","11.5","1.0","18.3","1.2","16.2","1.0","18.8","1.3","8.4","0.8","6.0","0.7","73632","3810","88749","2086","33.5","(X)","(X)","(X)","(X)","(X)","206001","4389","3.2","0.7","1.1","0.4","4.1","0.8","4.1","0.7","10.8","1.2","18.3","1.5","18.5","1.3","22.0","1.5","10.1","1.0","7.7","0.9","84959","3066","100065","2332","(X)","(X)","34.5","(X)","(X)","(X)","163982","4339","2.4","0.7","0.7","0.4","2.5","0.7","3.4","0.7","9.5","1.2","16.8","1.5","18.6","1.5","25.2","1.9","11.7","1.3","9.4","1.2","94505","2870","109651","2804","(X)","(X)","(X)","(X)","(X)","(X)","87214","5302","12.3","1.8","4.9","1.2","13.4","1.9","12.4","1.7","14.6","2.0","18.5","1.9","9.4","1.4","8.8","1.6","3.8","1.1","1.9","0.8","41682","2839","56456","3306","(X)","(X)","(X)","(X)","29.3","(X)"
"5001600US0409","Congressional District 9 (116th Congress), Arizona","323109","6564","5.6","0.7","3.1","0.5","7.7","0.9","7.9","0.8","13.9","1.2","19.1","1.4","12.2","0.9","16.2","1.2","5.9","0.6","8.4","0.8","65379","1951","89861","3013","33.8","(X)","(X)","(X)","(X)","(X)","176281","5364","2.9","0.8","2.1","0.6","6.1","1.2","5.8","0.9","11.5","1.5","18.5","2.0","13.1","1.3","20.0","1.7","8.0","1.0","11.9","1.2","80568","3779","108495","4448","(X)","(X)","34.2","(X)","(X)","(X)","118554","4552","1.0","0.5","1.8","0.9","3.7","1.2","4.4","1.2","8.2","1.3","16.4","2.0","13.4","1.5","24.1","2.1","10.6","1.4","16.7","1.7","101378","2646","130386","5808","(X)","(X)","(X)","(X)","(X)","(X)","146828","5550","9.8","1.4","4.8","1.1","10.4","1.2","11.1","1.7","17.1","1.9","19.0","2.0","10.0","1.3","11.4","1.7","2.7","0.6","3.6","0.9","46641","1880","63426","3317","(X)","(X)","(X)","(X)","31.3","(X)"
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","283256","4715","8.0","0.8","6.4","0.6","14.2","1.2","13.0","1.1","14.3","1.1","17.4","1.1","11.3","1.0","9.5","0.9","3.1","0.5","2.8","0.5","43193","1594","60979","2001","38.1","(X)","(X)","(X)","(X)","(X)","182106","5038","4.2","0.7","3.4","0.6","10.2","1.4","11.9","1.3","15.2","1.3","20.0","1.5","14.3","1.4","13.1","1.3","4.0","0.7","3.6","0.7","56508","2447","72436","2948","(X)","(X)","39.1","(X)","(X)","(X)","130683","4316","0.9","0.3","1.8","0.6","6.6","1.2","10.0","1.5","15.0","1.7","21.8","2.1","16.4","1.8","17.2","1.8","5.4","1.0","4.8","0.9","67444","2334","85618","3986","(X)","(X)","(X)","(X)","(X)","(X)","101150","4336","15.6","1.8","12.6","1.3","22.4","2.0","15.9","1.8","12.6","1.7","10.9","1.4","5.3","1.2","2.5","0.7","0.8","0.5","1.4","0.7","24543","1674","37614","2689","(X)","(X)","(X)","(X)","35.3","(X)"
"5001600US0502","Congressional District 2 (116th Congress), Arkansas","298841","4200","6.7","0.8","5.6","0.9","10.4","0.9","10.3","1.2","13.9","1.4","19.1","1.5","11.2","1.0","13.9","1.0","4.8","0.7","4.0","0.5","53600","2407","74591","2495","35.2","(X)","(X)","(X)","(X)","(X)","187724","6363","4.3","0.9","3.2","0.8","7.6","1.2","8.9","1.2","11.4","1.6","20.5","1.8","13.1","1.3","18.3","1.5","7.1","1.1","5.7","0.8","67951","2239","89959","3517","(X)","(X)","36.3","(X)","(X)","(X)","133015","5810","1.9","0.6","1.3","0.6","4.6","1.1","6.3","1.3","9.3","1.4","20.8","1.9","15.7","1.7","23.2","1.9","9.5","1.5","7.3","1.0","83236","4100","105586","4243","(X)","(X)","(X)","(X)","(X)","(X)","111117","4795","11.8","1.8","9.9","1.8","17.2","2.1","13.6","2.1","18.2","2.8","15.2","2.0","6.7","1.3","5.5","1.3","0.7","0.4","1.1","0.4","32540","2695","44599","2941","(X)","(X)","(X)","(X)","31.8","(X)"
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","310011","4536","6.0","0.8","4.4","0.7","11.0","1.1","10.9","0.9","13.9","1.3","18.1","1.3","12.2","0.9","12.8","1.0","4.8","0.7","5.9","0.7","54310","2079","76973","2483","33.6","(X)","(X)","(X)","(X)","(X)","206595","4723","3.1","0.7","1.9","0.6","7.3","1.1","9.4","1.1","12.4","1.4","20.1","1.5","14.4","1.3","16.8","1.4","6.5","0.9","8.2","1.1","68731","2439","92702","3520","(X)","(X)","33.7","(X)","(X)","(X)","158991","4935","1.2","0.5","0.9","0.3","5.5","1.1","6.8","1.1","10.3","1.5","21.1","1.8","16.6","1.6","19.4","1.7","7.8","1.1","10.3","1.3","79392","2699","105130","4253","(X)","(X)","(X)","(X)","(X)","(X)","103416","4869","13.4","1.9","9.5","1.6","19.7","2.2","14.5","1.8","16.1","2.2","13.1","1.7","6.9","1.4","4.2","1.1","1.2","0.6","1.4","0.7","29907","1919","42755","3167","(X)","(X)","(X)","(X)","31.7","(X)"
"5001600US0504","Congressional District 4 (116th Congress), Arkansas","271539","5239","8.1","0.8","7.8","1.0","13.0","1.1","12.1","1.0","14.5","1.2","18.6","1.2","11.1","1.0","9.9","0.9","2.8","0.5","2.3","0.4","43824","1702","58764","2003","47.8","(X)","(X)","(X)","(X)","(X)","178880","5393","4.2","0.7","4.1","1.0","9.8","1.4","10.7","1.2","15.3","1.6","21.7","1.6","14.2","1.3","13.3","1.3","3.6","0.7","3.0","0.6","56001","1941","69504","2466","(X)","(X)","47.7","(X)","(X)","(X)","130490","4990","1.5","0.6","2.3","0.8","7.9","1.5","9.7","1.4","13.9","1.7","22.8","1.7","17.2","1.6","16.5","1.6","4.3","0.9","3.8","0.9","65280","3278","78605","3225","(X)","(X)","(X)","(X)","(X)","(X)","92659","5195","17.0","2.1","15.2","2.4","19.8","2.1","15.5","1.8","12.1","1.9","12.0","1.9","4.2","1.1","2.8","0.9","0.9","0.5","0.7","0.4","24090","1215","35048","2819","(X)","(X)","(X)","(X)","47.0","(X)"
"5001600US0601","Congressional District 1 (116th Congress), California","271323","4250","5.6","0.7","4.8","0.7","10.2","1.0","9.7","1.1","12.5","1.2","16.0","1.1","13.5","1.1","14.1","1.1","6.9","0.8","6.7","0.8","61433","2217","84470","3002","39.7","(X)","(X)","(X)","(X)","(X)","172493","4792","3.0","0.8","2.2","0.8","7.4","1.1","7.9","1.3","10.6","1.3","17.8","1.6","15.7","1.4","17.7","1.5","9.1","1.2","8.8","1.2","76963","2798","101028","4249","(X)","(X)","38.8","(X)","(X)","(X)","129965","4987","1.0","0.4","0.7","0.4","4.1","1.0","6.5","1.3","9.1","1.4","18.5","1.9","17.5","1.8","20.0","1.8","11.4","1.5","11.1","1.5","88136","2310","115789","5326","(X)","(X)","(X)","(X)","(X)","(X)","98830","4814","11.0","1.6","10.8","1.6","16.2","2.0","13.8","2.0","15.8","2.1","12.8","1.8","8.4","1.6","6.3","1.1","2.6","0.9","2.2","1.0","33451","2227","50567","3381","(X)","(X)","(X)","(X)","39.6","(X)"
"5001600US0602","Congressional District 2 (116th Congress), California","285860","4071","4.0","0.6","5.4","0.8","6.2","0.8","7.0","0.9","10.8","1.2","13.7","1.1","11.9","1.1","15.7","1.2","8.5","0.9","16.8","1.0","80051","3101","126461","5180","36.3","(X)","(X)","(X)","(X)","(X)","171519","5207","2.2","0.5","1.8","0.6","3.2","0.7","5.0","0.9","10.4","1.4","12.7","1.2","11.9","1.3","18.5","1.7","11.9","1.4","22.4","1.6","105735","5279","157698","7872","(X)","(X)","37.4","(X)","(X)","(X)","131866","4302","0.7","0.3","0.5","0.3","1.7","0.5","3.6","0.8","8.2","1.5","11.0","1.3","12.3","1.5","20.6","1.9","13.9","1.7","27.4","2.0","126427","4485","183375","9829","(X)","(X)","(X)","(X)","(X)","(X)","114341","4358","7.6","1.3","11.0","1.8","11.0","1.6","10.8","1.9","12.0","1.9","15.4","2.0","11.2","1.5","11.0","1.8","2.8","0.8","7.2","1.3","47289","3261","74220","6502","(X)","(X)","(X)","(X)","33.3","(X)"
"5001600US0603","Congressional District 3 (116th Congress), California","255155","4336","5.6","0.9","4.1","0.7","5.6","0.8","7.6","1.0","11.0","1.1","17.2","1.4","13.2","1.3","17.7","1.4","9.5","0.9","8.5","0.8","73191","2916","97313","2988","35.6","(X)","(X)","(X)","(X)","(X)","175488","5289","3.1","0.9","2.1","0.5","4.2","0.8","6.7","1.1","10.4","1.2","16.7","1.7","13.5","1.4","21.3","1.9","11.4","1.1","10.5","1.2","85514","4375","111105","4336","(X)","(X)","35.5","(X)","(X)","(X)","126727","4697","1.4","0.6","0.8","0.4","2.6","0.7","5.2","1.2","9.0","1.5","14.6","1.6","14.5","1.6","24.4","2.3","14.2","1.4","13.4","1.5","102430","4080","128687","5308","(X)","(X)","(X)","(X)","(X)","(X)","79667","4436","11.7","2.0","9.0","2.0","9.4","1.7","10.4","2.0","12.7","2.3","19.9","2.4","11.7","2.2","9.2","1.7","3.6","1.5","2.4","0.9","45049","3802","59043","4398","(X)","(X)","(X)","(X)","34.2","(X)"
"5001600US0604","Congressional District 4 (116th Congress), California","286740","5075","4.2","0.6","3.2","0.6","6.0","0.9","6.2","0.8","8.9","0.9","15.3","1.1","13.7","1.1","19.0","1.3","10.0","0.9","13.5","1.0","86374","2116","113380","3212","33.7","(X)","(X)","(X)","(X)","(X)","199083","5669","2.0","0.6","1.5","0.4","3.4","0.8","4.8","0.9","7.9","1.1","13.8","1.4","13.8","1.3","23.0","1.9","12.5","1.1","17.3","1.4","104172","4021","132460","4280","(X)","(X)","32.2","(X)","(X)","(X)","163735","5735","1.1","0.3","1.0","0.4","2.7","0.8","3.0","0.8","6.7","1.1","12.8","1.5","14.5","1.5","24.7","2.2","13.4","1.3","20.1","1.6","114377","4252","143728","4660","(X)","(X)","(X)","(X)","(X)","(X)","87657","5028","9.5","1.6","7.7","1.7","12.8","2.1","10.2","1.7","13.1","1.7","16.9","2.1","11.9","1.7","10.4","1.7","3.8","1.0","3.6","1.0","45395","3719","64361","3955","(X)","(X)","(X)","(X)","35.6","(X)"
"5001600US0605","Congressional District 5 (116th Congress), California","268680","4533","3.9","0.7","2.5","0.5","4.6","0.8","5.6","0.7","10.7","1.1","16.0","1.3","15.1","1.1","18.4","1.4","10.0","0.9","13.1","1.0","85856","2759","112639","3828","33.4","(X)","(X)","(X)","(X)","(X)","171191","4688","2.3","0.8","1.1","0.5","3.0","0.8","4.1","0.8","9.6","1.7","13.8","1.5","16.8","1.6","21.9","1.8","11.3","1.2","16.1","1.2","98741","3719","126652","5148","(X)","(X)","34.8","(X)","(X)","(X)","125682","4086","1.2","0.5","0.8","0.4","1.4","0.6","3.4","0.8","7.0","1.5","12.6","1.5","16.2","2.0","24.7","2.1","13.0","1.5","19.7","1.7","112213","3978","140788","6146","(X)","(X)","(X)","(X)","(X)","(X)","97489","5073","8.0","1.5","5.2","1.3","8.9","1.6","8.6","1.4","13.8","1.8","18.3","2.0","12.8","2.0","11.2","1.5","6.9","1.3","6.3","1.2","56416","3488","81134","6368","(X)","(X)","(X)","(X)","30.1","(X)"
"5001600US0606","Congressional District 6 (116th Congress), California","281104","5058","4.5","0.6","5.0","0.7","8.6","0.8","9.6","1.0","11.2","1.2","17.6","1.1","13.6","1.1","16.1","1.4","7.2","0.8","6.5","0.8","64687","2996","85173","2539","34.3","(X)","(X)","(X)","(X)","(X)","171606","4644","2.9","0.8","2.5","0.6","7.7","1.2","9.1","1.3","11.6","1.4","17.3","1.6","14.4","1.5","18.4","2.0","7.9","1.1","8.2","1.1","72337","4099","94175","3554","(X)","(X)","35.3","(X)","(X)","(X)","110669","4636","0.9","0.5","1.2","0.6","5.2","1.5","6.2","1.6","8.3","1.5","17.1","2.0","16.4","2.0","22.3","2.6","10.7","1.4","11.6","1.6","89544","5556","112365","4277","(X)","(X)","(X)","(X)","(X)","(X)","109498","5055","8.0","1.2","9.4","1.7","11.6","1.6","10.9","1.6","11.5","1.7","18.6","2.1","11.6","1.7","10.9","1.6","4.0","1.0","3.6","0.8","47541","4113","64918","3329","(X)","(X)","(X)","(X)","30.2","(X)"
"5001600US0607","Congressional District 7 (116th Congress), California","272771","4418","4.2","0.8","3.1","0.6","5.7","0.8","6.1","0.7","10.7","1.2","18.0","1.3","13.7","1.3","18.3","1.2","9.5","1.0","10.7","0.8","77786","2663","101893","2454","32.4","(X)","(X)","(X)","(X)","(X)","185099","4628","2.0","0.5","1.8","0.6","4.3","0.8","5.6","0.9","9.2","1.3","16.4","1.4","14.3","1.5","20.8","1.4","12.0","1.2","13.6","1.2","93177","3277","115617","2897","(X)","(X)","32.7","(X)","(X)","(X)","136557","3869","1.2","0.4","1.0","0.5","2.9","0.7","3.5","0.8","6.4","1.2","15.1","1.7","13.6","1.7","24.0","1.7","14.9","1.6","17.3","1.4","109811","2454","132597","3466","(X)","(X)","(X)","(X)","(X)","(X)","87672","4919","9.6","2.1","6.3","1.6","9.6","1.7","8.4","1.8","14.1","2.0","21.7","2.4","11.8","2.3","10.5","1.8","4.3","1.4","3.6","1.1","52553","3877","67605","5522","(X)","(X)","(X)","(X)","30.4","(X)"
"5001600US0608","Congressional District 8 (116th Congress), California","228723","4931","6.1","0.9","4.8","0.8","9.2","1.2","11.1","1.4","13.7","1.2","18.4","1.7","13.5","1.3","13.9","1.5","5.9","1.0","3.3","0.6","56140","3014","73035","2416","36.1","(X)","(X)","(X)","(X)","(X)","163440","4054","4.1","0.9","3.4","0.8","7.3","1.3","9.9","1.6","13.3","1.4","19.3","2.0","14.8","1.8","16.8","2.0","7.0","1.3","4.0","0.7","65238","3343","80713","2808","(X)","(X)","36.7","(X)","(X)","(X)","113765","4119","1.9","0.7","1.6","0.7","5.1","1.3","8.0","1.7","12.5","1.8","18.9","2.4","16.5","2.1","20.5","2.4","9.4","1.7","5.6","1.1","79103","5217","94138","4142","(X)","(X)","(X)","(X)","(X)","(X)","65283","4284","13.0","2.7","9.5","1.8","14.8","2.4","14.3","2.5","14.9","3.0","16.3","2.9","7.6","1.8","5.7","1.6","2.3","1.5","1.6","0.7","33023","3780","49204","4316","(X)","(X)","(X)","(X)","31.8","(X)"
"5001600US0609","Congressional District 9 (116th Congress), California","241764","5129","4.5","0.7","3.3","0.7","7.4","1.0","8.6","1.1","10.8","1.1","17.0","1.4","12.6","1.3","15.9","1.4","10.0","1.2","10.0","1.2","72237","2186","97819","3451","42.4","(X)","(X)","(X)","(X)","(X)","178168","4321","2.7","0.6","1.8","0.6","6.4","1.2","7.1","1.2","9.7","1.1","17.3","1.7","13.2","1.6","18.9","1.7","11.3","1.4","11.6","1.3","82287","2823","108435","4332","(X)","(X)","41.2","(X)","(X)","(X)","127317","5249","1.4","0.6","0.9","0.5","4.1","1.1","5.4","1.3","8.5","1.2","16.2","1.9","12.8","1.8","21.1","2.2","14.1","1.8","15.4","1.8","100872","4838","125496","5483","(X)","(X)","(X)","(X)","(X)","(X)","63596","3933","12.2","2.4","8.6","2.0","12.5","2.4","12.5","2.6","15.0","2.8","16.5","2.3","10.4","2.6","6.5","1.8","2.8","1.2","3.1","1.4","39222","4544","54732","4153","(X)","(X)","(X)","(X)","41.9","(X)"
"5001600US0610","Congressional District 10 (116th Congress), California","238915","3431","4.1","0.7","3.4","0.6","7.4","1.0","8.1","0.9","12.0","1.4","18.5","1.4","13.7","1.3","18.7","1.3","7.7","0.9","6.3","0.8","69647","2710","87678","2711","40.0","(X)","(X)","(X)","(X)","(X)","180732","3793","4.0","0.9","2.0","0.6","5.9","1.0","7.7","1.1","10.9","1.5","17.6","1.5","14.4","1.5","21.0","1.6","9.0","1.1","7.5","0.9","77406","4144","95252","3341","(X)","(X)","40.0","(X)","(X)","(X)","127872","4692","1.1","0.5","1.1","0.6","3.4","0.9","5.6","1.0","9.9","1.9","16.9","1.6","16.2","1.9","25.1","2.1","11.2","1.4","9.4","1.2","91667","4586","109114","4051","(X)","(X)","(X)","(X)","(X)","(X)","58183","3475","7.3","1.9","8.0","1.7","13.6","2.8","10.9","2.2","15.3","2.8","19.3","3.0","10.3","2.0","9.8","2.3","3.1","1.3","2.3","1.4","44503","3916","57481","3850","(X)","(X)","(X)","(X)","36.9","(X)"
"5001600US0611","Congressional District 11 (116th Congress), California","268492","3908","3.5","0.7","3.2","0.8","4.2","0.7","4.9","0.8","6.9","0.8","12.9","1.3","12.0","1.1","19.0","1.4","11.7","1.0","21.6","1.1","103580","3988","149198","5069","34.0","(X)","(X)","(X)","(X)","(X)","188688","4362","2.3","0.7","2.0","0.8","2.8","0.7","4.2","1.0","5.8","1.0","11.7","1.4","12.2","1.3","19.7","1.8","13.1","1.2","26.3","1.5","120600","4591","168421","6325","(X)","(X)","34.1","(X)","(X)","(X)","145031","4209","0.8","0.4","0.7","0.5","2.0","0.6","3.4","1.0","4.1","1.0","9.4","1.3","11.6","1.4","20.4","1.9","15.0","1.6","32.7","1.9","142258","5536","195008","8263","(X)","(X)","(X)","(X)","(X)","(X)","79804","4511","7.3","1.6","6.5","1.6","8.5","1.8","7.5","1.6","10.4","1.8","16.5","2.4","11.1","1.9","15.6","2.3","7.6","1.8","9.0","1.8","64187","5190","94689","8520","(X)","(X)","(X)","(X)","29.6","(X)"
"5001600US0612","Congressional District 12 (116th Congress), California","331958","4953","4.0","0.6","5.4","0.8","4.8","0.7","4.2","0.7","5.7","0.7","10.0","0.8","7.8","0.8","14.7","1.0","11.9","0.9","31.6","1.2","127290","5902","176105","5349","34.3","(X)","(X)","(X)","(X)","(X)","145860","5307","1.9","0.7","2.1","0.7","4.0","0.8","3.4","0.8","5.8","1.1","11.2","1.4","7.5","1.4","15.8","1.4","12.3","1.2","35.9","2.0","144986","5661","200497","9860","(X)","(X)","37.5","(X)","(X)","(X)","110819","4405","0.9","0.5","1.3","0.6","3.8","0.9","2.2","0.7","4.0","1.0","8.0","1.4","6.4","1.2","15.7","1.5","13.8","1.5","43.9","2.3","171472","8360","N","N","(X)","(X)","(X)","(X)","(X)","(X)","186098","5556","5.8","1.1","8.0","1.3","5.6","1.0","5.1","1.0","5.6","1.0","9.5","1.2","7.9","1.0","13.7","1.3","11.5","1.4","27.3","1.8","108331","8076","153188","7319","(X)","(X)","(X)","(X)","30.6","(X)"
